id,language,code,error_message,error_category,error_type,concept,difficulty,expected_output,actual_output,explanation,suggested_fix,keywords
1891,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python block statements require a colon at the end.,Add a colon after the for statement.,"Logical Error, Conditional logic"
1892,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Conditional logic"
1893,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Loop conditions"
1894,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Off-by-one logic"
1895,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Logical Error, Off-by-one logic"
1896,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The negative index is outside the valid range.,Use a valid negative index within the list length.,"Logical Error, Conditional logic"
1897,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Loop conditions"
1898,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The statement inside the block is not indented.,Indent the statement inside the if block.,"Logical Error, Off-by-one logic"
1899,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Off-by-one logic"
1900,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Conditional logic"
1901,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",Python cannot find the requested module.,Install or import an available module.,"Logical Error, Arithmetic logic"
1902,Python,"for i in range(1, 5):
    print(i)  # expected 1 to 5","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Conditional logic"
1903,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Loop conditions,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The requested index is outside the list range.,Use an index within the valid range of the list.,"Logical Error, Loop conditions"
1904,Python,"a = 10
b = 20
print(a - b)  # expected 30","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Arithmetic logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Logical Error, Arithmetic logic"
1905,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Conditional logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The function call does not provide all required arguments.,Pass all required function arguments.,"Logical Error, Conditional logic"
1906,Python,"x = 5
if x > 10:
    print('Pass')
else:
    print('Fail')  # condition may be wrong","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Intermediate,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Off-by-one logic"
1907,Python,"marks = [80, 90, 70]
print(sum(marks) / 2)  # wrong denominator","Program runs, but produces an incorrect result.",Logical Error,Incorrect program logic,Off-by-one logic,Beginner,Correct result according to the intended logic,"Program runs, but produces an incorrect result.",The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Logical Error, Off-by-one logic"
